Drug_Name,NAFDAC_Code,Manufacturer,Category,Label
Vitalgrub Vitamin C 250mg,A4-3224,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
GlaxoSmithKline Paracetamol 250mg,03-8094,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Neimeth Paracetamol 10mg/5ml,04-702644,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,1
Sages Ibuprofen 250mg,04-2519,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
May Amoxicillin 250mg,B4-5424,May & Baker Nigeria Plc,Veterinary,1
Fidson Loratadine 10mg/5ml,A4-7469,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Wemy Ciprofloxacin 500mg,A3-609452,Wemy Industries Limited,Veterinary,1
Swiss Metformin 100mg,04-394025,Swiss Pharma Nigeria Ltd,Medical devices,1
Aktika Ciprofloxacin 10mg/5ml,03-2401,Aktika Global Ltd,Veterinary,1
Bliss Paracetamol 100mg,A4-6818,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Sages Vitamin C 250mg,A4-161240,Sages Multipurpose Enterprise Ltd,Drugs,1
Bliss Artemether 10mg/5ml,03-9835,Bliss GVS Pharma Ltd,Drugs,1
Bliss Omeprazole 500mg,A4-6223,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Juhel Metronidazole 100mg,A4-8468,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Bliss Paracetamol 10mg/5ml,A3-8605,Bliss GVS Pharma Ltd,Drugs,1
Roche Metformin 250mg,A3-659351,Roche Products Limited,Herbals and Nutraceuticals,1
Bond Metformin 250mg,A4-537470,Bond Chemical Industries Ltd,Medical devices,1
Juhel Amoxicillin 10mg/5ml,A3-3743,Juhel Nigeria Ltd,Vaccines and Biologics,1
Sages Vitamin C 250mg,03-485893,Sages Multipurpose Enterprise Ltd,Medical devices,1
Swiss Amoxicillin 250mg,03-3895,Swiss Pharma Nigeria Ltd,Drugs,1
Bond Paracetamol 250mg,04-718071,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Lady Metformin 500mg,A3-470858,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Juhel Ibuprofen 10mg/5ml,03-861282,Juhel Nigeria Ltd,Veterinary,1
Fidson Omeprazole 500mg,A4-4743,Fidson Healthcare Plc,Vaccines and Biologics,1
Bond Artemether 250mg,04-4929,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Juhel Amoxicillin 250mg,04-901849,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Juhel Vitamin C 250mg,B4-842800,Juhel Nigeria Ltd,Drugs,1
Fidson Artemether 10mg/5ml,03-2132,Fidson Healthcare Plc,Veterinary,1
Lady Amoxicillin 10mg/5ml,B4-7696,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
GlaxoSmithKline Artemether 10mg/5ml,04-4607,GlaxoSmithKline Nigeria,Veterinary,1
Emzor Metformin 500mg,B4-878493,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Aktika Metformin 250mg,A4-998662,Aktika Global Ltd,Drugs,1
Bliss Ciprofloxacin 10mg/5ml,A3-982174,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Bond Metformin 250mg,03-582488,Bond Chemical Industries Ltd,Drugs,1
Aktika Metformin 10mg/5ml,03-4273,Aktika Global Ltd,Drugs,1
GlaxoSmithKline Ibuprofen 100mg,04-7579,GlaxoSmithKline Nigeria,Drugs,1
Wemy Vitamin C 10mg/5ml,A3-8361,Wemy Industries Limited,Vaccines and Biologics,1
Swiss Vitamin C 500mg,A4-3524,Swiss Pharma Nigeria Ltd,Drugs,1
Bliss Paracetamol 500mg,B4-5160,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Wemy Artemether 250mg,A3-890605,Wemy Industries Limited,Vaccines and Biologics,1
Juhel Artemether 500mg,04-3240,Juhel Nigeria Ltd,Drugs,1
Juhel Metronidazole 100mg,A3-4093,Juhel Nigeria Ltd,Drugs,1
Vitalgrub Amoxicillin 10mg/5ml,03-923759,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Juhel Paracetamol 500mg,B4-7989,Juhel Nigeria Ltd,Drugs,1
Aktika Metformin 10mg/5ml,A4-501062,Aktika Global Ltd,Vaccines and Biologics,1
Emzor Omeprazole 10mg/5ml,B4-189116,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Bond Metronidazole 250mg,A4-2988,Bond Chemical Industries Ltd,Drugs,1
Neimeth Omeprazole 100mg,03-656376,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Juhel Omeprazole 100mg,B4-7163,Juhel Nigeria Ltd,Vaccines and Biologics,1
Bliss Amoxicillin 100mg,A4-2742,Bliss GVS Pharma Ltd,Veterinary,1
Lady Amoxicillin 500mg,A3-7409,Lady Special Sanitary Pads Ventures,Veterinary,1
Aktika Ciprofloxacin 500mg,04-293984,Aktika Global Ltd,Medical devices,1
Vitalgrub Paracetamol 250mg,A3-3093,Vitalgrub Nigeria Limited,Medical devices,1
Roche Artemether 10mg/5ml,03-359480,Roche Products Limited,Herbals and Nutraceuticals,1
Vitalgrub Loratadine 10mg/5ml,04-5017,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Bliss Paracetamol 10mg/5ml,B4-252353,Bliss GVS Pharma Ltd,Drugs,1
Juhel Amoxicillin 10mg/5ml,A4-5370,Juhel Nigeria Ltd,Medical devices,1
Wemy Omeprazole 500mg,03-7864,Wemy Industries Limited,Vaccines and Biologics,1
Aktika Metformin 500mg,A4-3817,Aktika Global Ltd,Drugs,1
Lady Amoxicillin 250mg,03-8697,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Emzor Ibuprofen 100mg,A3-256470,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Sages Metformin 100mg,A4-1241,Sages Multipurpose Enterprise Ltd,Drugs,1
Lady Metformin 10mg/5ml,A3-3330,Lady Special Sanitary Pads Ventures,Drugs,1
Swiss Omeprazole 250mg,A3-2200,Swiss Pharma Nigeria Ltd,Veterinary,1
Vitalgrub Artemether 100mg,B4-7219,Vitalgrub Nigeria Limited,Drugs,1
Sages Omeprazole 500mg,A3-613942,Sages Multipurpose Enterprise Ltd,Veterinary,1
Roche Ibuprofen 100mg,04-8081,Roche Products Limited,Drugs,1
May Metronidazole 100mg,03-593814,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Swiss Vitamin C 250mg,04-7318,Swiss Pharma Nigeria Ltd,Drugs,1
Aktika Paracetamol 10mg/5ml,B4-1204,Aktika Global Ltd,Medical devices,1
Wemy Omeprazole 250mg,B4-6126,Wemy Industries Limited,Veterinary,1
May Artemether 10mg/5ml,B4-278969,May & Baker Nigeria Plc,Veterinary,1
Swiss Vitamin C 500mg,03-565525,Swiss Pharma Nigeria Ltd,Drugs,1
Swiss Artemether 10mg/5ml,B4-3104,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Aktika Vitamin C 250mg,A3-5780,Aktika Global Ltd,Herbals and Nutraceuticals,1
GlaxoSmithKline Artemether 10mg/5ml,03-6951,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Bliss Amoxicillin 250mg,04-320283,Bliss GVS Pharma Ltd,Drugs,1
GlaxoSmithKline Metformin 10mg/5ml,A4-6330,GlaxoSmithKline Nigeria,Veterinary,1
Bliss Ibuprofen 100mg,A4-1990,Bliss GVS Pharma Ltd,Veterinary,1
Bond Metronidazole 250mg,A4-7410,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Neimeth Paracetamol 250mg,A4-149522,Neimeth International Pharmaceuticals,Medical devices,1
Vitalgrub Ibuprofen 10mg/5ml,B4-7111,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
GlaxoSmithKline Omeprazole 10mg/5ml,A3-5933,GlaxoSmithKline Nigeria,Veterinary,1
Neimeth Loratadine 500mg,B4-967196,Neimeth International Pharmaceuticals,Drugs,1
Aktika Vitamin C 250mg,B4-5172,Aktika Global Ltd,Vaccines and Biologics,1
Juhel Ciprofloxacin 500mg,03-7623,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Lady Metformin 10mg/5ml,03-719003,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Wemy Ciprofloxacin 500mg,A4-5804,Wemy Industries Limited,Vaccines and Biologics,1
Juhel Amoxicillin 10mg/5ml,B4-6395,Juhel Nigeria Ltd,Medical devices,1
Bliss Metformin 250mg,B4-6232,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Aktika Amoxicillin 500mg,B4-4414,Aktika Global Ltd,Vaccines and Biologics,1
Vitalgrub Paracetamol 250mg,04-362091,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Roche Paracetamol 250mg,03-2319,Roche Products Limited,Vaccines and Biologics,1
Swiss Amoxicillin 250mg,04-808387,Swiss Pharma Nigeria Ltd,Veterinary,1
Lady Loratadine 10mg/5ml,A4-776479,Lady Special Sanitary Pads Ventures,Veterinary,1
Emzor Loratadine 250mg,03-798148,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Sages Omeprazole 250mg,04-7953,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Neimeth Metronidazole 250mg,03-3775,Neimeth International Pharmaceuticals,Medical devices,1
Fidson Loratadine 10mg/5ml,03-1861,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Lady Metformin 250mg,A3-597599,Lady Special Sanitary Pads Ventures,Medical devices,1
Bond Metformin 250mg,03-835035,Bond Chemical Industries Ltd,Medical devices,1
Sages Loratadine 10mg/5ml,04-695032,Sages Multipurpose Enterprise Ltd,Medical devices,1
GlaxoSmithKline Omeprazole 10mg/5ml,04-5135,GlaxoSmithKline Nigeria,Veterinary,1
Neimeth Ibuprofen 10mg/5ml,A3-1226,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Swiss Paracetamol 250mg,B4-2881,Swiss Pharma Nigeria Ltd,Drugs,1
Swiss Ibuprofen 100mg,B4-975931,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,1
Emzor Loratadine 10mg/5ml,03-1698,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Bliss Vitamin C 250mg,A4-5478,Bliss GVS Pharma Ltd,Veterinary,1
Lady Paracetamol 500mg,04-2996,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Juhel Metronidazole 500mg,B4-9347,Juhel Nigeria Ltd,Vaccines and Biologics,1
Swiss Amoxicillin 250mg,A4-917108,Swiss Pharma Nigeria Ltd,Veterinary,1
May Ciprofloxacin 500mg,A3-8069,May & Baker Nigeria Plc,Medical devices,1
Vitalgrub Amoxicillin 500mg,A3-8117,Vitalgrub Nigeria Limited,Drugs,1
GlaxoSmithKline Artemether 10mg/5ml,03-2504,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Fidson Ibuprofen 250mg,B4-9690,Fidson Healthcare Plc,Medical devices,1
Wemy Metformin 100mg,A4-2874,Wemy Industries Limited,Vaccines and Biologics,1
Aktika Amoxicillin 100mg,03-7320,Aktika Global Ltd,Veterinary,1
May Ciprofloxacin 10mg/5ml,03-6869,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Bliss Loratadine 500mg,A3-485946,Bliss GVS Pharma Ltd,Medical devices,1
Fidson Ibuprofen 10mg/5ml,04-9002,Fidson Healthcare Plc,Medical devices,1
May Metformin 250mg,A4-3398,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Emzor Paracetamol 500mg,A4-386073,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Bond Paracetamol 250mg,B4-1249,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Sages Ibuprofen 10mg/5ml,03-9662,Sages Multipurpose Enterprise Ltd,Drugs,1
Emzor Artemether 10mg/5ml,A4-2008,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Sages Omeprazole 500mg,03-4932,Sages Multipurpose Enterprise Ltd,Veterinary,1
Neimeth Artemether 250mg,A3-366150,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Bond Vitamin C 100mg,B4-194881,Bond Chemical Industries Ltd,Medical devices,1
Fidson Metformin 250mg,04-279689,Fidson Healthcare Plc,Drugs,1
Vitalgrub Loratadine 250mg,04-9848,Vitalgrub Nigeria Limited,Drugs,1
Aktika Paracetamol 250mg,03-768629,Aktika Global Ltd,Veterinary,1
Aktika Ibuprofen 500mg,A4-7928,Aktika Global Ltd,Vaccines and Biologics,1
Bliss Artemether 100mg,03-2635,Bliss GVS Pharma Ltd,Drugs,1
Juhel Amoxicillin 10mg/5ml,03-2956,Juhel Nigeria Ltd,Drugs,1
Roche Artemether 10mg/5ml,04-1961,Roche Products Limited,Vaccines and Biologics,1
Aktika Amoxicillin 10mg/5ml,B4-1422,Aktika Global Ltd,Medical devices,1
Fidson Metronidazole 10mg/5ml,A3-3053,Fidson Healthcare Plc,Veterinary,1
Sages Metronidazole 100mg,03-4177,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
May Artemether 250mg,03-5051,May & Baker Nigeria Plc,Veterinary,1
Emzor Paracetamol 250mg,04-2814,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Bond Vitamin C 100mg,A4-856079,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Bliss Vitamin C 250mg,03-8905,Bliss GVS Pharma Ltd,Drugs,1
Swiss Omeprazole 100mg,A4-7197,Swiss Pharma Nigeria Ltd,Drugs,1
Juhel Metronidazole 10mg/5ml,A3-9430,Juhel Nigeria Ltd,Drugs,1
Roche Metronidazole 100mg,03-2902,Roche Products Limited,Vaccines and Biologics,1
Lady Metformin 250mg,A4-561595,Lady Special Sanitary Pads Ventures,Veterinary,1
Swiss Ciprofloxacin 100mg,B4-5290,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,1
Emzor Ciprofloxacin 10mg/5ml,A3-5926,Emzor Pharmaceutical Ind. Ltd,Veterinary,1
Vitalgrub Omeprazole 500mg,B4-970261,Vitalgrub Nigeria Limited,Medical devices,1
Vitalgrub Artemether 10mg/5ml,04-838591,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Sages Ibuprofen 500mg,A3-851393,Sages Multipurpose Enterprise Ltd,Medical devices,1
GlaxoSmithKline Artemether 250mg,B4-1287,GlaxoSmithKline Nigeria,Drugs,1
Wemy Omeprazole 100mg,03-203306,Wemy Industries Limited,Veterinary,1
Wemy Paracetamol 250mg,B4-6505,Wemy Industries Limited,Herbals and Nutraceuticals,1
Juhel Artemether 250mg,03-3229,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Neimeth Vitamin C 500mg,A4-6856,Neimeth International Pharmaceuticals,Veterinary,1
Swiss Ibuprofen 10mg/5ml,A3-6672,Swiss Pharma Nigeria Ltd,Drugs,1
May Metronidazole 10mg/5ml,A4-300417,May & Baker Nigeria Plc,Drugs,1
Fidson Ibuprofen 250mg,A4-6197,Fidson Healthcare Plc,Vaccines and Biologics,1
Sages Metronidazole 10mg/5ml,A4-776513,Sages Multipurpose Enterprise Ltd,Veterinary,1
Swiss Ciprofloxacin 250mg,A3-8697,Swiss Pharma Nigeria Ltd,Veterinary,1
Fidson Artemether 100mg,04-3364,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Neimeth Amoxicillin 10mg/5ml,B4-7998,Neimeth International Pharmaceuticals,Veterinary,1
Neimeth Artemether 100mg,03-1325,Neimeth International Pharmaceuticals,Veterinary,1
May Loratadine 100mg,A3-697578,May & Baker Nigeria Plc,Drugs,1
Vitalgrub Ciprofloxacin 100mg,04-8604,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Swiss Artemether 10mg/5ml,03-6594,Swiss Pharma Nigeria Ltd,Drugs,1
Lady Artemether 500mg,03-9844,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Aktika Artemether 250mg,A4-7770,Aktika Global Ltd,Herbals and Nutraceuticals,1
Vitalgrub Omeprazole 250mg,A3-7582,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Vitalgrub Ibuprofen 100mg,04-6696,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Emzor Ciprofloxacin 100mg,A3-9106,Emzor Pharmaceutical Ind. Ltd,Drugs,1
May Vitamin C 500mg,04-6599,May & Baker Nigeria Plc,Veterinary,1
Swiss Omeprazole 250mg,A3-9504,Swiss Pharma Nigeria Ltd,Medical devices,1
Bond Artemether 250mg,04-642445,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Aktika Metronidazole 250mg,B4-9435,Aktika Global Ltd,Vaccines and Biologics,1
Roche Paracetamol 10mg/5ml,A4-1390,Roche Products Limited,Drugs,1
Neimeth Metformin 100mg,A4-510243,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,1
May Artemether 100mg,03-895379,May & Baker Nigeria Plc,Veterinary,1
Vitalgrub Ciprofloxacin 250mg,04-6037,Vitalgrub Nigeria Limited,Veterinary,1
Neimeth Ciprofloxacin 500mg,A4-986214,Neimeth International Pharmaceuticals,Medical devices,1
Aktika Ibuprofen 500mg,03-8933,Aktika Global Ltd,Herbals and Nutraceuticals,1
Neimeth Ibuprofen 100mg,04-2184,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Sages Ibuprofen 10mg/5ml,03-542065,Sages Multipurpose Enterprise Ltd,Medical devices,1
Bliss Metronidazole 500mg,A3-389987,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Bliss Ibuprofen 10mg/5ml,04-6882,Bliss GVS Pharma Ltd,Medical devices,1
May Metronidazole 500mg,B4-6673,May & Baker Nigeria Plc,Veterinary,1
Emzor Artemether 250mg,A4-566978,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Fidson Omeprazole 10mg/5ml,A3-1556,Fidson Healthcare Plc,Medical devices,1
Swiss Metformin 500mg,A4-144439,Swiss Pharma Nigeria Ltd,Drugs,1
May Amoxicillin 10mg/5ml,04-814221,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Aktika Metformin 100mg,04-355116,Aktika Global Ltd,Vaccines and Biologics,1
Fidson Vitamin C 500mg,A3-1813,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Fidson Omeprazole 250mg,B4-931635,Fidson Healthcare Plc,Veterinary,1
Bliss Amoxicillin 250mg,03-6428,Bliss GVS Pharma Ltd,Drugs,1
Vitalgrub Omeprazole 10mg/5ml,A4-6979,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
GlaxoSmithKline Artemether 10mg/5ml,03-2366,GlaxoSmithKline Nigeria,Medical devices,1
Bond Loratadine 500mg,B4-7040,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Emzor Amoxicillin 100mg,B4-6014,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Fidson Artemether 250mg,A4-618490,Fidson Healthcare Plc,Medical devices,1
Fidson Paracetamol 500mg,B4-2627,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
May Ibuprofen 500mg,04-100901,May & Baker Nigeria Plc,Vaccines and Biologics,1
Vitalgrub Paracetamol 10mg/5ml,A4-8036,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Swiss Paracetamol 100mg,03-1220,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,1
Wemy Metronidazole 10mg/5ml,04-779659,Wemy Industries Limited,Vaccines and Biologics,1
Aktika Vitamin C 250mg,A4-7899,Aktika Global Ltd,Vaccines and Biologics,1
May Vitamin C 100mg,A3-173870,May & Baker Nigeria Plc,Medical devices,1
Bliss Amoxicillin 500mg,B4-6033,Bliss GVS Pharma Ltd,Medical devices,1
Bliss Vitamin C 250mg,03-898204,Bliss GVS Pharma Ltd,Veterinary,1
May Ciprofloxacin 100mg,A3-290271,May & Baker Nigeria Plc,Medical devices,1
Bliss Vitamin C 250mg,A3-5588,Bliss GVS Pharma Ltd,Medical devices,1
Emzor Ibuprofen 250mg,A4-263402,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Bond Loratadine 100mg,A3-2515,Bond Chemical Industries Ltd,Drugs,1
Bond Artemether 10mg/5ml,04-6109,Bond Chemical Industries Ltd,Drugs,1
Wemy Omeprazole 250mg,A4-4992,Wemy Industries Limited,Vaccines and Biologics,1
Bond Loratadine 250mg,A4-696861,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Sages Ibuprofen 100mg,03-4797,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
Lady Artemether 100mg,03-821511,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Emzor Vitamin C 100mg,03-9881,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Sages Artemether 10mg/5ml,03-1446,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Lady Omeprazole 100mg,A4-4569,Lady Special Sanitary Pads Ventures,Medical devices,1
Fidson Artemether 10mg/5ml,04-318599,Fidson Healthcare Plc,Veterinary,1
Neimeth Vitamin C 500mg,A4-921190,Neimeth International Pharmaceuticals,Veterinary,1
Roche Paracetamol 500mg,04-5435,Roche Products Limited,Veterinary,1
Roche Metronidazole 100mg,03-9633,Roche Products Limited,Drugs,1
Wemy Omeprazole 10mg/5ml,B4-868447,Wemy Industries Limited,Drugs,1
GlaxoSmithKline Vitamin C 10mg/5ml,04-8509,GlaxoSmithKline Nigeria,Medical devices,1
Wemy Amoxicillin 10mg/5ml,04-8299,Wemy Industries Limited,Drugs,1
May Omeprazole 250mg,A3-6583,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Fidson Amoxicillin 500mg,04-1294,Fidson Healthcare Plc,Veterinary,1
Vitalgrub Metronidazole 10mg/5ml,A4-986854,Vitalgrub Nigeria Limited,Medical devices,1
GlaxoSmithKline Paracetamol 500mg,04-3410,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Neimeth Metronidazole 10mg/5ml,03-454835,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Bliss Omeprazole 250mg,04-780546,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
GlaxoSmithKline Amoxicillin 250mg,A4-854981,GlaxoSmithKline Nigeria,Drugs,1
Neimeth Amoxicillin 500mg,A4-981459,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Sages Metformin 10mg/5ml,03-7681,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Emzor Omeprazole 250mg,B4-744942,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
GlaxoSmithKline Amoxicillin 250mg,04-2861,GlaxoSmithKline Nigeria,Veterinary,1
Aktika Artemether 250mg,B4-680118,Aktika Global Ltd,Medical devices,1
Emzor Vitamin C 10mg/5ml,B4-8776,Emzor Pharmaceutical Ind. Ltd,Veterinary,1
Swiss Amoxicillin 100mg,04-7726,Swiss Pharma Nigeria Ltd,Drugs,1
Swiss Ciprofloxacin 10mg/5ml,A4-7269,Swiss Pharma Nigeria Ltd,Medical devices,1
Neimeth Loratadine 100mg,03-4565,Neimeth International Pharmaceuticals,Drugs,1
Swiss Vitamin C 500mg,A4-3121,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,1
Fidson Loratadine 250mg,04-301528,Fidson Healthcare Plc,Drugs,1
Wemy Paracetamol 100mg,A4-4001,Wemy Industries Limited,Veterinary,1
Swiss Paracetamol 250mg,A4-133324,Swiss Pharma Nigeria Ltd,Medical devices,1
Juhel Ciprofloxacin 100mg,A3-853818,Juhel Nigeria Ltd,Vaccines and Biologics,1
GlaxoSmithKline Vitamin C 10mg/5ml,A4-221169,GlaxoSmithKline Nigeria,Medical devices,1
Wemy Paracetamol 100mg,04-9834,Wemy Industries Limited,Herbals and Nutraceuticals,1
Sages Ibuprofen 500mg,B4-7704,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Lady Omeprazole 500mg,03-800614,Lady Special Sanitary Pads Ventures,Drugs,1
Lady Metronidazole 10mg/5ml,A4-6680,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
GlaxoSmithKline Metformin 500mg,A3-586121,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Juhel Artemether 10mg/5ml,A4-9269,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Roche Ciprofloxacin 10mg/5ml,B4-6190,Roche Products Limited,Vaccines and Biologics,1
Emzor Metformin 500mg,03-362678,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
GlaxoSmithKline Metformin 250mg,04-9007,GlaxoSmithKline Nigeria,Veterinary,1
Aktika Omeprazole 500mg,04-2936,Aktika Global Ltd,Medical devices,1
Swiss Amoxicillin 250mg,B4-4203,Swiss Pharma Nigeria Ltd,Medical devices,1
Aktika Loratadine 500mg,03-7795,Aktika Global Ltd,Veterinary,1
Sages Ciprofloxacin 10mg/5ml,B4-6645,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Roche Omeprazole 250mg,04-6413,Roche Products Limited,Herbals and Nutraceuticals,1
Wemy Artemether 500mg,03-311655,Wemy Industries Limited,Medical devices,1
Juhel Amoxicillin 250mg,04-6935,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
GlaxoSmithKline Metronidazole 10mg/5ml,03-7200,GlaxoSmithKline Nigeria,Drugs,1
Sages Amoxicillin 100mg,04-9787,Sages Multipurpose Enterprise Ltd,Medical devices,1
Bond Loratadine 10mg/5ml,A3-911350,Bond Chemical Industries Ltd,Veterinary,1
Swiss Loratadine 500mg,A3-7353,Swiss Pharma Nigeria Ltd,Drugs,1
Wemy Loratadine 500mg,B4-261297,Wemy Industries Limited,Medical devices,1
GlaxoSmithKline Loratadine 250mg,A4-4659,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Neimeth Amoxicillin 100mg,A4-7159,Neimeth International Pharmaceuticals,Veterinary,1
GlaxoSmithKline Ciprofloxacin 100mg,04-621393,GlaxoSmithKline Nigeria,Veterinary,1
Aktika Paracetamol 100mg,03-5516,Aktika Global Ltd,Herbals and Nutraceuticals,1
Fidson Omeprazole 10mg/5ml,B4-5711,Fidson Healthcare Plc,Vaccines and Biologics,1
Neimeth Metformin 250mg,A3-9388,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,1
GlaxoSmithKline Metronidazole 500mg,B4-2223,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Sages Artemether 10mg/5ml,A4-4985,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
